id	1CMET2-PWY: folate transformations III (E. coli)	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	ARO-PWY: chorismate biosynthesis I	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	CALVIN-PWY: Calvin-Benson-Bassham cycle	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	GLUTORN-PWY: L-ornithine biosynthesis I	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	HISTSYN-PWY: L-histidine biosynthesis	HSERMETANA-PWY: L-methionine biosynthesis III	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	NONMEVIPP-PWY: methylerythritol phosphate pathway I	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	PANTO-PWY: phosphopantothenate biosynthesis I	PENTOSE-P-PWY: pentose phosphate pathway	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	PWY-1042: glycolysis IV	PWY-2942: L-lysine biosynthesis III	PWY-3001: superpathway of L-isoleucine biosynthesis I	PWY-3841: folate transformations II (plants)	PWY-4041: &gamma;-glutamyl cycle	PWY-5097: L-lysine biosynthesis VI	PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5103: L-isoleucine biosynthesis III	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5667: CDP-diacylglycerol biosynthesis I	PWY-5686: UMP biosynthesis I	PWY-5695: inosine 5'-phosphate degradation	PWY-5941: glycogen degradation II	PWY-5973: cis-vaccenate biosynthesis	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6317: D-galactose degradation I (Leloir pathway)	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	PWY-6608: guanosine nucleotides degradation III	PWY-6609: adenine and adenosine salvage III	PWY-6700: queuosine biosynthesis I (de novo)	PWY-6703: preQ0 biosynthesis	PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7237: myo-, chiro- and scyllo-inositol degradation	PWY-7238: sucrose biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-7663: gondoate biosynthesis (anaerobic)	PWY-7790: UMP biosynthesis II	PWY-7791: UMP biosynthesis III	PWY-7851: coenzyme A biosynthesis II (eukaryotic)	PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	PWY-7977: L-methionine biosynthesis IV	PWY-8178: pentose phosphate pathway (non-oxidative branch) II	PWY0-1296: purine ribonucleosides degradation	PWY0-1319: CDP-diacylglycerol biosynthesis II	PWY0-1477: ethanolamine utilization	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	PWY66-429: fatty acid biosynthesis initiation (mitochondria)	PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	THRESYN-PWY: superpathway of L-threonine biosynthesis	TRNA-CHARGING-PWY: tRNA charging	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	VALSYN-PWY: L-valine biosynthesis
magic.0363	0.0	0.7884846364	0.9955815024	0.989261483	0.9971093789	0.9744920666	0.9999999851	0.9999999997	0.0	1e-09	0.9692968101	0.9999963549	0.9375259735	0.9791414732	0.9677213227	0.9486520038	0.8944183728	0.9999999876	0.0084015335	1.0	0.2191450883	9.7739e-06	0.998378778	0.9989329073	0.9789370959	0.9985962966	9.2e-09	0.0	0.9999826014	0.9987965756	0.2191450883	0.9999999801	0.9367315104	0.9999828168	0.9396098279	0.9901718514	0.9890158027	0.0179218446	0.0187897568	0.9999650247	3.498e-07	0.6157315987	0.9999956069	0.9959578042	0.9999650247	1.22e-08	0.998941021	0.999554363	0.9986766267	0.4169075611	0.9853297446	0.6714864854	3.54936e-05	0.0334432378	1.0	0.0	0.9996775407	0.0	0.999999994	4.6e-09	0.9047497672	8.35e-07	8.35e-07	0.0	2.50553e-05	0.9999803365	1.0	0.9778685759	0.9999828168	0.9996510065	1.0	1.0901e-06	0.0010162976	6.328e-07	0.999992134	0.2335767162	0.0232277412	1.0
magic.0364	0.9031750889	0.5937760078	0.0	0.0	0.9990666204	4.6484e-05	0.99999672	7.0868e-06	0.9954922644	0.9996747504	0.0005599895	1.0	0.9998282588	0.0	0.9007658013	0.9152539922	0.0	0.9999972667	0.8724204659	2.3623e-06	0.0	0.9854995769	4.134e-06	0.9998526735	0.3276303712	0.999702852	0.0	0.9459027101	8.22e-08	0.9303578731	0.0	0.9999956267	0.0040724224	0.0001227404	0.9342377477	0.9987841405	0.9999713724	0.995287818	3.3269e-05	0.9999491133	0.9832223605	0.9799365481	0.0078487739	0.9999998117	0.9999491133	0.0	0.9998526735	0.9999999842	0.9999999804	0.0	0.9981773178	0.0001845117	0.999972994	0.0	6.351e-07	9.964e-07	0.99999823	0.0	1.0	0.0	0.9941167033	0.9342377477	0.9342377477	0.9989094406	0.9583518052	1.0	2.9529e-06	0.0	0.0001227404	0.0	0.9999999999	0.1072042915	0.9997855983	0.8845740582	4.321e-07	0.9975407519	0.0	1.0
magic.0365	0.0	0.0	0.9657826503	0.1248644889	0.8953303836	1.0	0.9990304138	1.0	0.0	0.0	0.0	0.0	1.0	0.8546553019	1.0	0.0	0.0	0.9987883109	0.0	1.0	0.0	0.9994162626	1.0	0.0	1.0	0.9999947887	0.0	0.0	0.9004078812	0.9999955332	0.0	0.9980627059	1.0	0.993835291	0.8874366037	3.64e-08	0.5376318262	0.0	5.846e-06	0.9999999828	0.0	0.0	0.0	0.8593511995	0.9999999828	0.0	0.0	0.0	0.0	0.9945153184	0.7185345093	0.0010883672	0.0	0.2508660319	0.9980627059	0.0	2.98e-08	0.0	0.4366786672	0.0004664092	1.0	0.8874366037	0.8874366037	0.0	0.0	1.0	0.8356048769	1.7e-09	0.993835291	1.0	1.0	0.4889552966	0.0	0.0	0.0002799015	0.0	0.0	1.0
magic.0367	0.997085125	2.269e-07	0.0	0.0	0.9840011372	0.878409903	0.654348026	0.0068528957	0.934487145	0.9200744304	0.0184280872	0.9999999999	0.9999999849	0.0	0.7101305993	0.0223944709	0.0	0.6905863848	0.7055678988	0.0022948553	0.0	0.9974083881	0.0040090133	0.9972808658	0.99999935	0.9734051292	2.3e-09	0.9987129925	0.9746964321	0.4202995174	0.0	0.5889137024	0.0	0.3593057486	0.5388775939	1.0	1.51e-08	0.9999999998	0.9966155956	0.9957932901	0.1118428789	0.0949761084	0.0370982963	0.9894361128	0.9957932901	0.0	0.9972809166	0.999714867	0.9996334087	0.0	1.0	0.9999016529	0.4009168689	0.0	0.7103060781	0.7828051816	0.9999834828	1.0	8.7e-09	1.2e-09	0.9999999998	0.5388775939	0.9987739808	0.9200744304	0.9961663667	0.9688415075	0.0028657957	5.1309e-06	0.3593057486	0.0	1.0	0.9947278207	0.1000574271	0.1524059274	0.1482238803	0.9549551296	0.0050458762	0.9550414999
magic.0368	0.0	0.0	8.5887e-06	0.0	0.99810403	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9967357346	0.999999999	0.0	0.0	1.0	0.0	1.0	0.0	0.0001383572	1.0	1.0	0.9999999948	0.0	0.9939239316	4.89e-08	0.0	0.0	0.0	1.0	0.0	0.0790676264	0.0	0.580340366	0.0	0.6194230227	0.4941278949	1.0	0.0	0.0	1.79e-08	0.9973476534	1.0	0.0	1.0	1.0	1.0	2e-10	2e-10	0.0	0.0	0.0026596927	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2e-10	0.0790676264	1.0	1.0	0.0987404037	0.0	0.0	0.9999932685	0.0078673673	0.0	1.0
magic.0369	0.9521735878	0.0191535755	0.019189344	0.0005600492	0.0023900898	0.9784129908	0.9958643163	1.0	1.22823e-05	0.0011504677	0.0006131553	0.0016312063	0.0	0.0045098582	0.9999999971	0.0	0.0	0.9965512197	0.0	1.0	0.0	0.2551238472	0.9481444054	0.6232035852	1.0	0.0	0.0	0.9513332021	0.0	0.0	0.0	0.999999988	0.0	0.1343194995	0.1642372141	1.0	0.0	1.0	0.012698375	0.6259086681	0.0022061602	0.0018391431	0.9727086431	0.4626155037	0.6259086681	0.0	0.6232035852	0.6641810439	0.6223796369	0.0	0.9999994917	1.0323e-06	0.0001682276	0.502939301	1.0	0.6708635679	0.7023639309	1.0	1.0	0.0	1.0	0.1642372141	0.1642372141	9.8259e-06	2.349e-07	1.0	0.9292076757	0.0094153495	0.1343194995	1.0	1.0	1.0	0.0	4.89e-08	0.9547555754	0.9999328614	6.795e-07	1.0
magic.0370	1.4479e-06	0.0	0.9999999712	0.9999998474	0.9999645186	0.9669998728	1.0	0.9706638574	0.0012334929	0.0009870378	0.9134561415	0.000250422	0.9999999757	1.0	0.9999999879	0.5384930228	0.0	1.0	0.9565252689	1.0	0.0	1.0	0.0002002621	0.999998956	0.9194662986	0.8246018432	0.0	0.8882187544	0.0	0.8457948221	0.0	1.0	0.0	0.9978631231	0.8352095275	1.0	0.999999996	1e-10	0.9188116	0.9999999861	0.7011818717	0.661639874	1.0	0.9999503268	0.9999999861	5.246e-07	0.999998956	0.9999995857	0.9999987838	0.0	1.0	0.0024669404	1.216e-07	0.9999991963	0.9999999995	0.003507224	1.0	0.0	1.0	0.0	1.0	0.8352095275	0.8352095275	0.0009870378	0.0048243115	1.0	0.0005696592	0.0227331743	0.9978631231	1.22e-08	1.0	0.0	0.0	1e-10	0.9999999999	0.1397337064	0.9936132683	1.0
magic.0372	0.9999997865	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.9999997153	0.0	1.0	1.0	0.0	0.9999954452	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.9999903414	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999867539	0.999999573	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.9155182457	1.0	1.0
magic.0374	0.9901694817	0.9048893352	0.9999999076	0.9999997559	0.9999999997	0.9381481209	0.999999996	0.6030791805	0.0051130464	0.0040946243	0.9998699358	1.0	0.9997169549	0.999999568	0.9998584574	0.9980203696	0.9677308661	0.9999999966	0.9998523471	0.6006708369	1.0	0.446880573	0.6369862761	0.9999994103	0.9927776531	1.0	0.8704223478	0.9901694947	0.9999999402	1.0	1.0	0.9999999946	0.9998332064	0.6157480067	0.9993126393	0.9944188552	0.9999528147	0.8748419232	0.999997186	0.9999990687	0.202219236	0.9999615326	0.9999996978	0.9999999995	0.9999990687	0.0099067722	0.9999994096	1.0	1.0	0.0	0.9987784233	2.733e-07	0.0431866285	0.9521038798	1.0	0.0130135227	1.0	0.0	1.0	0.7705732765	0.8482992773	0.9976616574	0.9976616574	0.0040946243	0.4018565549	0.9999999466	0.5562458027	0.0140643765	0.6157480067	0.7307986781	0.9999999962	0.1331774823	0.9999999785	0.9805303857	0.9999999854	0.8562658906	0.9995702367	1.0
magic.0375	0.0	0.9871503149	1.0	0.9999999982	0.1153562571	1.0	0.0499597298	1.0	0.0	0.0	0.1209958654	0.0004273863	0.9997944869	1.0	0.999897225	0.0	0.9999981846	0.0593585682	0.0	1.0	0.999999999	0.0994586139	0.047840137	0.0003690458	1.0	0.9135912635	0.0	0.9999745051	3.3233e-06	0.5221666995	0.999999999	0.0379437118	0.9998972151	1.0	0.7787253086	1.0	0.9999657308	6.5912e-06	0.9999883465	0.9999937935	0.0041117759	0.003428835	0.9928942402	1.0	0.9999937935	0.0	0.0003690608	5.7716e-06	0.0002952709	0.0060250082	1.0	0.7001064148	0.0	0.9867846406	1.0	0.6465302299	1.165e-07	0.7284380189	0.9999999833	0.0	1.0	0.7787253086	0.7787253086	0.0	4.264e-06	0.9999972777	0.9999999975	1.0	1.0	1.0	1.0	0.7597984805	0.0	0.9999999999	1.32696e-05	0.0007886717	0.9996430298	1.0
magic.0377	0.0	0.0	0.6967497228	0.0828093902	0.0	1.0	0.3956397347	0.9999996298	0.0	0.0	0.0	0.0	1.0	0.9326938642	0.9999999736	0.0	0.0	0.4399549498	0.0	1.0	0.0	9.52039e-05	0.4532753686	1.7371e-06	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.02e-08	0.0220923029	0.0	0.8670471811	1.0	0.0	0.9880377422	0.9999562644	0.0	0.0	0.0	0.0	0.9999562644	0.0	1.7371e-06	2e-10	1.3919e-06	0.8670471811	0.7969804225	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1e-10	0.9999999273	0.5345988618	0.8302523433	0.0220923029	1.0	1.0	0.9999999484	0.0	2e-10	0.0023332702	0.0	0.9585674654	1.0
magic.0378	6.4014e-06	5.4481e-06	0.0	0.0	0.9987689421	0.9999999993	0.0	0.9999999879	0.0	0.0039593936	0.0001356205	0.8787596874	0.3487738936	2.826e-07	0.8430040938	0.0001420399	0.0	0.0	0.1436277485	1.0	0.0	0.9229333426	0.7523138481	0.9998793629	0.4859271144	0.0047823254	0.0	0.1471986879	0.9340900789	0.3486313606	0.0	0.0	0.4653005639	0.9990847676	1.56084e-05	0.9999974596	0.7626512802	0.9995558669	0.9956097867	0.9999420172	1.5039e-06	1.2532e-06	0.002370693	0.9982773672	0.9999420172	0.0	0.9998793629	0.999872897	0.9999942441	1.57e-08	0.9968965733	0.5363164351	0.5283141701	8.3865e-06	1.0	0.000131762	0.0115821184	0.0	0.9999738729	1e-10	1.0	1.56084e-05	1.56084e-05	0.0	0.9998276702	0.9999999948	0.9877922821	0.1186192766	0.9990847676	0.0	1.0	0.9992326582	3.40002e-05	0.4558006317	0.2376119726	0.9888766025	0.0058243493	1.0
magic.0379	5.65411e-05	0.0	0.0	0.0	0.9999998592	1.0	1.5e-09	1.0	0.0	0.0	0.000351221	0.9990324173	0.9558640056	2.073e-07	0.9774340167	0.0	0.0	1.7e-09	0.9932368068	1.0	0.0	0.9999796378	0.9999989166	1.0	0.0436491078	0.9999945682	0.0	0.9889467944	0.0016529294	0.9999989785	0.0	1.1e-09	0.2612580423	1.0	0.0039676239	1.0	0.9923631159	1.0	2.0958e-06	1.0	0.0	0.0	9.8563e-06	0.9999998029	1.0	0.0	1.0	1.0	1.0	0.0	0.2692040281	0.0078175319	0.0241590687	0.0	1.0	2.6209e-06	0.4922467466	0.0	0.9999999992	0.0	1.0	0.0039676239	0.0039676239	0.0	1.0	1.0	0.9999999999	0.0	1.0	0.0	1.0	0.9999999948	0.0	0.1064358014	0.9740230095	0.9999983744	0.0	1.0
magic.0380	0.0	0.0	0.0	0.0	0.8854836911	0.0	0.0	0.0	0.3227232103	0.2759924022	1.793e-07	0.0020026914	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999435	0.0	0.0	0.9999940349	0.3402259037	0.0	0.0	0.0	0.9760473057	0.0	0.0	0.0	0.0	0.0535750224	0.8530967117	0.3222394064	0.9999997501	0.0	1.0	0.9957619817	0.9947080839	0.9999999999	0.8617169056	1.0	0.8470773603	0.9947080839	0.0003252367	0.0	0.3438484286	0.3039732073	0.3634853931	1.0	2.0767e-06	0.0	4.95118e-05	0.0	0.997392295	0.0017961838	0.0	0.0	0.0	1.0	0.3984615371	0.873124443	0.2759924022	0.0	0.0	0.0	1.0	0.8530967117	1.0	0.0	0.9668025699	0.0	0.0	0.0001258964	0.0	0.9990691948	0.0
magic.0385	3.134e-07	0.0021655327	0.0	1.0	1.0	1.0	0.0	0.9255894749	1.0	1.0	1.1994e-06	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.9999999449	0.0	0.0	0.0	1.0	0.0130636145	1.0	0.0	1.0	1.0	1.0	0.6875371611	0.6470983261	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.168071911	0.0	1.0	0.0130636145	0.0130636145	1.0	0.0	1.0	1.0	1.0	1.0	3.24e-07	1.0	1.0	0.0020796931	1.0	0.2910534986	0.0	1.0	1.0
magic.0386	0.0	0.0	0.9999966253	0.1544671443	0.9255853184	1.0	0.9999999619	1.0	0.0	0.0	0.0	0.0	1.0	0.9999838017	1.0	0.0	0.0	0.9999999683	0.0	1.0	5.52e-08	0.9999866621	1.0	3e-10	1.0	1.0	0.0	0.0	0.9999999999	1.0	5.52e-08	0.9999999492	1.0	0.0040341602	0.8004256507	0.0	1.0	0.0	1.07775e-05	0.9999851903	0.0	0.0	0.0	0.8988308343	0.9999851903	0.0	3e-10	0.0	2e-10	1.0	0.9999994033	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.3751204574	1.0	0.8004256507	0.8004256507	0.0	0.0	1.0	1.0	0.0	0.0040341602	1.0	1.0	0.9997867252	0.0	5.802e-07	0.2695038299	0.0001198263	9.2626e-06	1.0
magic.0387	0.0	0.0	0.0	0.0	0.9999725948	0.9999980137	0.0	1.0	0.0	4.45e-08	0.9975148649	0.0004912607	0.0	0.0	0.0	0.9704691284	0.0	0.0	0.0	1.0	0.0	0.8309355593	1.65e-08	3.52e-07	0.9166181766	1.35e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9935983392	0.9918883141	1.0	0.0	1.0	0.1980353107	0.1649619049	0.7808852915	0.8412901711	7.64835e-05	0.999999999	0.1649619049	0.0	3.52e-07	4.98e-08	0.9438110029	0.0	1.0	1.0	1.0	0.0	0.9999998772	0.0	0.9968187905	0.0	0.945686757	0.0	1.0	0.9918883141	0.9918883141	0.0	3.63e-08	0.9999999836	0.0	0.0	0.9935983392	0.0	1.0	1.0	0.0047720056	0.0	0.9999617106	0.0273290929	0.0	0.9999998465
magic.0389	0.0	0.0131055767	0.0	0.0067103823	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.442e-07	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.9999999914	1.0	0.0	0.0	0.7849105377	0.9986561222	4e-09	1e-10	0.9944014951	0.9436696559	0.0	1.0	1.0	0.0	0.9999999999	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.7849105377	0.7424893589	0.7448577733	0.0	1.0	0.0	0.9830965751	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0007964598	0.0	0.9999999931	1.0	0.9999999999	1.0	1.0	1.0	0.0	0.0	0.9999742126	0.0	1.0	1.0
magic.0390	0.0	0.0	0.0	0.0	0.0	0.9992001181	0.0056555229	1.0	0.0	0.0	0.0	0.0	0.5170672358	0.0	0.6816668683	0.0	0.0	0.0067789598	0.0	1.0	0.0	9.6842e-06	0.9999999944	2.6919e-06	0.0002123308	0.0	0.0	0.0	0.0047251692	0.0	0.0	0.7130216269	0.0	1.0	0.0	1.0	0.8653033523	0.8423836436	9.4393e-05	0.9830526697	0.0	0.0	0.0	0.0	0.9830526697	0.0	2.6919e-06	2.5842e-06	0.9565974857	1.0	1.0	0.0	0.0	1.24e-08	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.9762652939	1.0	0.9769983327	0.9790580277	1.0	1.0	1.0	0.7298357497	0.0	0.0	0.0	0.0	0.0	1.0
magic.0392	0.0	0.0	1.0	0.9877529752	0.0	0.999999449	1.17956e-05	1.0	0.0	0.0	0.0	0.0	0.9999999999	1.0	0.9999999999	0.0	0.0	1.41547e-05	0.0	1.0	0.0	0.0	3.64e-08	0.0	1.0	0.0	0.0	0.000499931	0.3231780295	0.0	0.0	0.9999999997	0.9999999999	1.0	0.0	1.0	0.1851273571	1.42843e-05	0.9030792853	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0038308406	0.0	0.1315351567	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0002503697	0.0	0.0	3e-10	1.0
magic.0394	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.71321e-05	0.0	3.42637e-05	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	2.5035e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.7172758888	1.0	1.0	1.0	1.7106e-06	0.8252228432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
magic.0395	2.80558e-05	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.1042e-05	1.0	1.0	0.0	1.0	1.7498e-06	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0004216208	1.0	1.0	1.0	1.0	1.0	1.0	0.0575555119	0.9995752716	1.0	1.0	1.0	1.0	0.999999998	1.0	1.0	0.0	1.0	0.0	0.5694978664	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.9999981304	0.9999981304	1.0	0.9999999972	1.40281e-05	0.0	0.0	0.0004216208	6.617e-07	0.9559049165	1.0	1.0	1.0	1.0	0.0	1.0	1.0
magic.0396	0.0	0.8143389373	0.999999998	0.9999999988	0.9999999999	0.0	1.0	0.0	0.0	0.0	0.0050243374	1.0	1.0	0.9999999902	1.0	1.0	2.36307e-05	1.0	0.0	0.9993956984	1.0	0.0	0.9994819775	1.0	0.7581364661	1.0	0.9999995781	0.0	1.0	1.0	1.0	1.0	0.9998499237	0.0	1.0	0.9911161693	1.0	0.3947988412	0.9999999998	1.0	1.056e-07	0.0	1.0	0.9999999998	1.0	2.188e-07	1.0	1.0	1.0	0.0	0.9867331841	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.9999992384	0.9960736454	2.87856e-05	2.87856e-05	0.0	0.0	1.57539e-05	0.9992749257	1.8613e-06	0.0	3e-10	1.0	0.1292196608	0.9976737148	0.0	0.9999998632	0.0	1.0	1.0
magic.0397	1.0	0.5811232936	1.0	1.0	0.9863939431	1.0	1.0	1.0	0.0	0.0	0.7785526855	1.0	1.0	1.0	1.0	1.0	4.69009e-05	1.0	0.9958173461	1.0	1.0	2.2303e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0257865878	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.7162740346	1.0	0.9810546291	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.9998439089	1.0	1.0	1.0	0.9999984188	0.0	0.9999120702	1.0	0.9999600834	1.0	1.0
magic.0398	0.0	0.9877279527	0.999772232	0.998679904	0.6889826037	0.9997855005	0.999999969	0.9999999998	8.2e-09	0.0006472278	0.0	0.0	0.0001637797	0.9999890075	1.0	1.84032e-05	0.0	0.9999999741	0.4309123628	1.0	1.86998e-05	1.0	0.0651966799	0.1354426137	1.0	0.9782185834	0.0	0.9999999885	0.0	0.0001610159	1.86998e-05	0.9999999586	0.0003275058	0.9999529732	0.9998308905	1.0	0.0009818742	0.0	1.0	1.0	0.221486987	0.1916470436	1.0	0.6273835205	1.0	2.7492e-06	0.1354426137	0.4107030822	0.3674013818	0.8113828099	1.0	0.0	0.0	0.9999999883	1.0	0.2199594839	0.9999988345	0.0	1.0	0.0	1.0	0.9998308905	0.9998308905	6.5e-09	0.0988253799	0.9989165085	0.9231625849	0.9870573184	0.9999529732	0.9999586811	1.0	0.9999998031	0.0	2.24e-08	0.7559618707	0.9793558429	1.0	1.0
magic.0399	0.0	0.0	0.999992972	0.0	1.0	1.0	3.7971e-06	1.0	0.0	0.0	0.0	0.0	1.0	0.9999662664	1.0	0.0	0.0	4.5565e-06	0.0	1.0	0.0	0.0	0.9864346236	0.8577784394	1.0	0.7876985492	0.0	0.0	1e-10	1.0	0.0	2.8478e-06	1.0	0.0	0.9999956184	0.0	1.0	0.0	0.0	0.9834925378	0.0	0.0	0.0	1.0	0.9834925378	0.0	0.8577784394	0.0	0.828591741	1.0	0.7130930328	0.0	0.0	0.0	0.7159786709	0.0	0.0	1.0	1.0	0.0	1.0	0.9999956184	0.9999956184	0.0	0.0	1.0	0.0	0.0036722022	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6685108368
magic.0400	0.0	0.0	0.0	0.0	0.003323514	1.0	0.0	0.9889217986	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.6635043836	0.0	0.0	0.9997977117	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9999999985	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.2440687749	0.0	0.0	0.9997977117	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9521466883	0.0	1.0	1.0	0.0009441284	0.0	1.0	1.0	0.0	0.0	0.9997471524
magic.0401	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.99960991	1e-10	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.691e-07	1.0	1.0	1.0	0.0	1.0	1.0
