id	1CMET2-PWY: folate transformations III (E. coli)	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	ARO-PWY: chorismate biosynthesis I	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	CALVIN-PWY: Calvin-Benson-Bassham cycle	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	GLUTORN-PWY: L-ornithine biosynthesis I	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	HISTSYN-PWY: L-histidine biosynthesis	HSERMETANA-PWY: L-methionine biosynthesis III	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	NONMEVIPP-PWY: methylerythritol phosphate pathway I	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	PANTO-PWY: phosphopantothenate biosynthesis I	PENTOSE-P-PWY: pentose phosphate pathway	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	PWY-1042: glycolysis IV	PWY-2942: L-lysine biosynthesis III	PWY-3001: superpathway of L-isoleucine biosynthesis I	PWY-3841: folate transformations II (plants)	PWY-4041: &gamma;-glutamyl cycle	PWY-5097: L-lysine biosynthesis VI	PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5103: L-isoleucine biosynthesis III	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5667: CDP-diacylglycerol biosynthesis I	PWY-5686: UMP biosynthesis I	PWY-5695: inosine 5'-phosphate degradation	PWY-5941: glycogen degradation II	PWY-5973: cis-vaccenate biosynthesis	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6317: D-galactose degradation I (Leloir pathway)	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	PWY-6608: guanosine nucleotides degradation III	PWY-6609: adenine and adenosine salvage III	PWY-6700: queuosine biosynthesis I (de novo)	PWY-6703: preQ0 biosynthesis	PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7237: myo-, chiro- and scyllo-inositol degradation	PWY-7238: sucrose biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-7663: gondoate biosynthesis (anaerobic)	PWY-7790: UMP biosynthesis II	PWY-7791: UMP biosynthesis III	PWY-7851: coenzyme A biosynthesis II (eukaryotic)	PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	PWY-7977: L-methionine biosynthesis IV	PWY-8178: pentose phosphate pathway (non-oxidative branch) II	PWY0-1296: purine ribonucleosides degradation	PWY0-1319: CDP-diacylglycerol biosynthesis II	PWY0-1477: ethanolamine utilization	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	PWY66-429: fatty acid biosynthesis initiation (mitochondria)	PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	THRESYN-PWY: superpathway of L-threonine biosynthesis	TRNA-CHARGING-PWY: tRNA charging	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	VALSYN-PWY: L-valine biosynthesis
magic.0320	2.99e-08	0.0008444811	0.2864070658	0.0009495809	0.9987557113	1.0	0.9999354482	1.0	0.0	0.0	0.0039714365	1.0	0.0004652958	0.4946974453	0.9999853819	1e-10	0.7099888703	0.9999462063	0.0999995906	1.0	2.912e-07	2.59296e-05	0.9999913267	0.9999794189	0.9999787029	1.616e-07	8.45e-07	2.99e-08	0.7073028738	1.886e-07	2.912e-07	0.9999139328	0.0008155724	1.0	0.7396913236	1.0	0.0027852948	0.2559483954	0.8839475149	0.9992543353	0.0499315349	0.2173501115	0.9757173226	0.9982588624	0.9992543353	1e-10	0.9999794189	0.9999792168	0.9999984205	0.9930284489	0.9895789987	1.00937e-05	2.01521e-05	0.0238606992	1.0	0.0	0.9314689961	0.0	1.0	2.043e-07	0.9999999939	4.8515e-06	4.8515e-06	0.0	0.9999705995	0.998757937	0.9647247618	1.46e-08	1.0	0.0061731169	1.0	0.0083106432	8.46e-08	0.0312491982	0.8694838513	0.9423458291	0.7962360678	1.0
magic.0321	2.38736e-05	3.89967e-05	0.0983850574	0.0388452319	0.9465890295	0.9301443878	0.868263853	0.0023608067	0.8622105228	0.8335531151	0.2743546276	0.0292684305	1.34e-07	0.022228201	0.7653571079	2.77e-08	0.0020624833	0.8877554331	2.2304e-06	0.9990785045	0.9999999999	1.3e-09	0.0217325387	0.9902725009	0.9999986575	0.1791837317	0.9516951963	0.9999788557	0.0	0.2029856789	0.9999999999	0.8317404267	2.681e-07	0.2836267147	0.8850295803	0.9998753309	8.043e-07	0.9490556089	0.991512658	1.0	0.5651839484	0.5495232446	0.9999805482	0.9267887548	1.0	5.361e-07	0.9902725009	0.9687353073	0.9878984949	0.0	0.9999999404	0.2870890403	0.0017395964	0.9984211972	0.9999968512	0.0232180341	0.99998945	0.0	0.1315994063	0.2667675776	0.9999999997	0.8850295803	0.8850295803	0.8335531151	0.9615344112	1.21311e-05	0.8014862263	0.9972932909	0.2836267147	0.0	1.0	0.999870451	0.0	1.26137e-05	0.999784113	0.9927551693	0.9999993042	1.0
magic.0322	0.0	0.0	9.6951e-06	0.000281818	0.9685992708	0.0	0.9999702041	0.0	0.9616655555	0.9623904315	0.3103727251	0.0	0.0	0.0002994263	0.9999967329	0.1299857507	0.0	0.9999748289	0.0029169352	0.0	0.8800289046	0.0	0.0	0.1542333499	0.0	0.0001930623	0.0	0.5705643247	0.9082712382	0.0002252293	0.8800289046	0.9999605453	0.9999991125	0.0	0.0	0.0	0.999999416	0.0	0.0	0.0006602962	0.0	0.0	0.9999798839	0.9799825636	0.0006602962	0.000204489	0.0	0.1518592171	0.1284224185	0.0	0.0	0.0	0.0	0.0	0.9999817931	0.0	0.0001076254	0.0	1.0	0.0	0.0	0.0	0.0	0.9525368131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8296417334	0.370456119	0.0815629969	0.0	0.7154326668	0.9999980337
magic.0324	1e-10	0.1596506657	0.8133102264	0.3638298584	0.5427596177	0.9907313424	0.5848352951	1.0	0.0	0.0	0.0	0.0	1.0	0.7235742649	0.9546047597	0.4482266217	0.0	0.9924253897	0.0	1.0	0.0	5.5e-09	0.0014042968	2.49e-08	0.9999999999	0.0003045444	2.68e-08	1e-10	0.1338473918	0.0003552838	0.0	0.514008486	1.0	0.019538814	6.69043e-05	0.9930553268	0.9999987827	0.0	0.0088001514	0.1305954233	0.0	0.0	0.9334143806	0.4588819455	0.1305954233	0.0	2.49e-08	2.39e-08	1.99e-08	0.0	0.1476473442	0.0939079766	0.8058087215	1.0	0.9939311179	0.9639451959	0.9930553268	1.0	0.9999981741	0.0	1.0	6.69043e-05	6.69043e-05	0.0	9e-10	0.2758600952	0.0010034718	0.9649628526	0.019538814	0.9999998549	1.0	0.9999999932	2.354e-07	0.36469669	1.61e-08	0.0	0.940017142	0.9924253897
magic.0325	0.0	1.5471e-06	1.0	1.0	1.0	0.9998595475	1.0	0.0	0.7018887411	0.653206675	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0005155895	0.0	1.0	0.999999858	0.0	1.0	5.157e-07	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.9995742678	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.9999999996	2.16e-08	0.2120013867	0.0001190663	1.0	0.9999631678	1.0	0.0	1.0	1.0	0.9969149051	0.9993174296	0.9993174296	0.653206675	0.0	0.0	0.0	0.9999999996	0.0	0.0	0.9667595749	0.0	1.0	0.0	1.0	0.6886389069	1.0	1.0
magic.0327	0.0	1.0	0.0	0.0	0.1872008456	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.2618471918	0.0	0.4150220304	0.0	0.0	0.0	0.0	1.0	0.0	0.9876685121	0.9687504758	4.4e-09	1.0	0.0	0.0	1.79764e-05	1.0	0.0	0.0	0.8679011261	0.0	1.0	0.0	1.0	0.6803476036	1.0	0.0	0.0109570207	0.0	0.0	0.0	0.1412708988	0.0109570207	0.0	4.4e-09	4.2e-09	0.0236627773	1.0	1.0	0.9255721879	0.1514273239	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0207796035	0.9995995031	0.0	0.0	1.0	0.2967279216	1.0	0.4889640917	0.0	4.71e-06	0.0	0.020001849	0.0	1.0
magic.0328	0.0	0.0	0.0	0.0	0.0476986077	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9999999851	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6679732012	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0345411671	1.0	0.0	0.0	0.0	0.7172070349	0.6679732012	0.0	0.0	0.0	0.9773745509	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.6907880807	1.0	1.0	0.6014116106	1.0	1.0	1.0	0.9999214603	0.0	0.0	0.0	1.22e-08	0.0	1.0
magic.0330	0.999377921	1.6179e-06	0.4183601632	0.2103593855	1.0	0.0112901448	1.0	0.9116764805	0.0	0.0	0.9999999999	3.9e-09	1.0	0.1303208753	1.0	0.9999999951	0.9991722619	1.0	0.9876669639	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.9974881486	0.9999977032	1.0	1.0	1.0	1.0	1.0	0.0053271873	0.9999988532	0.9966861663	1.0	0.9295829075	0.9999993804	0.9999999939	0.0	9.7e-09	0.9999999999	1.0	0.9999999939	0.3105423845	1.0	1.0	1.0	0.0	0.995037472	0.0	0.0	0.1078281712	1.0	0.0	1.0	0.0	1.0	0.9949888844	1.0	3.6955e-05	3.6955e-05	0.0	2.1e-09	0.9987589065	1.0	0.0	0.0053271873	0.9999302926	1.0	0.9911152882	0.5854420329	0.9999999881	0.9999999996	1.38347e-05	0.9999999902	1.0
magic.0331	0.7448025798	0.0012360475	0.9552977273	0.0355580957	0.9959233769	0.0450288573	0.1797504362	0.8640044254	0.3564549552	0.3091042687	0.9845965614	0.0	0.054075076	0.8165861167	0.0946131539	0.0	0.0	0.2082151699	0.0	1.0	0.0	1.9e-09	0.0072464719	0.5772601126	0.9891721574	3.118e-07	0.3619290605	0.9999996079	3.3e-09	9.2e-09	0.0	0.1411560422	0.0498405266	5.019e-07	0.7567050983	0.9999404448	0.0	0.8690493642	0.9999999973	0.9999999966	0.8986072043	0.9375397018	0.3796405261	0.9943020191	0.9999999966	2.37e-08	0.5772601126	0.2666960161	0.6704373703	0.0	0.9942924466	0.9990214707	0.9504214586	1.0	1.0	0.9971952829	0.9956353251	0.0427753264	0.0	1.32e-08	0.9999999997	0.7567050983	0.7567050983	0.3091042687	0.6402921787	0.5933715731	0.7577191048	0.9177534612	5.019e-07	1.8092e-06	1.0	0.9999999951	0.0	0.0	0.9999569002	0.0141761851	0.9999997197	1.0
magic.0333	2e-10	0.0	0.0	0.0	0.0	0.4751540117	0.0	0.0	0.0	0.0	0.0	0.319022036	0.0	0.0	0.0	0.852806554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9963359528	0.0	2e-10	0.0	0.0	0.0	0.0	0.0	0.5042630254	0.0	0.0	0.0	0.9999999991	0.0	0.0	0.0	0.0	0.0	0.0765548756	0.0	0.0	0.0	2.43e-07	1.215e-07	0.0	1.0	0.0	0.8016171773	0.0	0.0	0.0	0.0	0.0	0.3283338168	0.0	0.9999999989	0.0	0.0	0.0	0.0	0.9630601763	0.0	0.0	0.5042630254	0.0	0.8084332675	0.0	0.0	0.0	2e-10	0.0	0.0	0.9973990138
magic.0334	0.0	0.0	0.9999998789	0.9999999999	1.0	0.0	1.0	0.0	0.0	0.0	0.4797673815	1.0	1.0	0.9999994188	0.9999907663	1.0	0.9999951373	1.0	0.9999999994	0.4268331889	8.522e-07	0.0	0.565823797	1.0	0.0	1.0	0.9999999416	0.7706082057	0.8947739126	1.0	8.522e-07	1.0	1.0	0.0	0.9998870969	0.0	1.0	0.0	0.99996756	0.9999886038	0.99961407	0.0	1.0	1.0	0.9999886038	0.0001013495	0.2134170075	1.0	1.0	0.0	0.0	0.0	0.0	1.3582e-06	0.9998453045	0.0	0.9999883711	0.0	1.0	0.9999998831	5.763e-07	0.9445201677	0.9445201677	0.0	0.1596110169	0.0	0.382935953	0.0	0.0	0.0	0.0	0.0	1.0	0.6268275961	1.0	0.0	0.9999755796	1.0
magic.0335	0.9518475263	0.7719013306	0.9999990549	0.9999977155	0.9999996479	0.9999999872	1.0	0.9999999504	0.4533759746	0.3988682346	0.9999976479	0.9999999522	1.0	0.9999961387	1.0	0.6991519751	0.8148412746	1.0	0.0	1.0	1.0	0.0012164191	0.9999999995	0.9999984687	0.9997444428	0.9999999974	1.06e-08	0.9984271084	1e-10	0.9999999978	1.0	1.0	0.9714748947	0.9707110205	0.9999981567	0.9999999853	1.0	1.313e-07	0.9999999564	0.9999999989	0.0	0.0	0.9999903809	0.9999995071	0.9999999989	0.9999844266	0.9999984687	0.9999984026	0.9999980859	0.9999999853	1.0	0.0527917962	3.3e-09	0.5609967737	1.0	0.0030040458	1.0	1.0	1.0	0.0106222804	0.298634418	0.9999981567	0.9999981567	0.3988682346	0.9359828257	0.9999999999	1.0	1.0	0.9707110205	1.0	1.0	0.9999575597	0.0	0.9999698439	0.0064006108	0.9998906448	0.0073965412	1.0
magic.0336	0.0	0.0	1.0	1.0	0.2618391141	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.2021511001	1.0	3.22054e-05	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8358339436	0.0	1.0	0.0	1.0	1.0
magic.0337	5e-10	0.8214428743	0.2428980812	0.1155914086	0.9999998339	0.0	0.9999999997	1.95e-08	0.9745067882	0.996812641	0.9999862789	0.9999999586	0.9999837365	0.0711260333	0.9252551932	0.6363034806	1.5603e-06	0.9999999997	0.0	0.9999503209	0.0012935338	0.0	0.4300272788	0.9991136463	0.7026514153	0.9999994887	0.9998978366	0.9999999269	0.9751573278	0.7834639777	0.0012935338	0.9999999996	0.9868639499	0.5798886612	0.9989887855	1.0	0.0194636211	0.9999874152	1.0	1.0	0.9999549915	0.7994477757	0.9998431252	0.9999997676	1.0	0.5543162458	0.9904875369	0.9999992717	0.999997815	0.0	1.0	0.0872883781	0.990766284	0.9995972328	1.0	0.580247919	1.0	1.0	0.0130604831	0.8378225412	0.9999842691	0.9989887855	0.9989887855	0.996812641	0.9987355067	2e-10	0.9999602563	0.998275394	0.5798886612	0.0	0.9999674875	0.9999999963	0.0	0.3688130821	0.9999653539	0.9996427346	0.9999999995	1.0
magic.0339	0.9913111408	0.0	0.0	0.0	0.9936686649	0.3289925299	0.0007735997	0.4311933527	0.1185405538	0.0971441406	8e-10	1.0	0.0	0.0	0.0003822863	0.9960761031	0.0	0.000928176	0.9311075969	0.2018121461	1.14e-08	0.9536839779	0.3058922314	0.9999993495	0.9999992939	0.9999998191	0.0	0.9913134995	0.0	0.7835953089	1.14e-08	0.000580312	0.0	1.0	0.9999173576	1.0	0.0	1.90947e-05	0.9999990849	0.999999999	0.0499381968	0.9999920998	0.999999169	0.9978061618	0.999999999	0.0	0.9999993495	0.9999999978	0.9999999974	0.0	1.0	0.8055495498	0.7281490997	0.0	0.0071328812	0.0207485768	0.9999999999	0.0	0.9392806779	8.2419e-06	1.52758e-05	0.9999173576	0.9999173576	0.0971441406	0.9999990707	0.9999997288	0.2398833115	0.0	1.0	0.0	0.7757849637	0.996969817	0.999981319	0.9628569817	0.9999644932	0.7002997642	0.0	0.9999999999
magic.0340	0.00757935	8.10361e-05	0.0	0.0	2.4785e-06	1.0	0.0	0.9304633793	7.92e-08	6.33e-08	0.0	0.9999948333	0.0	0.0	0.0	0.0022214955	0.0	0.0	0.898396013	0.81686001	0.0	0.7500122038	0.3253372034	0.9999560936	0.9997707939	0.9830364847	0.0	0.5187338063	1e-10	0.3935826752	0.0	0.0	0.0	0.8688670174	1.7e-07	0.9999989667	0.0	0.8806789439	0.4513659727	0.5302044833	0.2406282686	0.2229170905	0.06508746	0.8928274748	0.5302044833	0.0	0.9999560936	0.9999548841	0.999989496	0.4504242585	1.0	0.9996971956	0.9876008916	0.0	0.9999935161	5.91e-08	0.7070222351	0.0	2.794e-07	0.0	0.9996956356	1.7e-07	0.0021237114	6.33e-08	0.9999374051	0.9848542687	0.6560305188	0.0	0.8688670174	3.2487e-05	1.0	0.9969360785	0.6172003373	0.3316715949	0.9898059844	0.8249425016	0.000370205	0.9999918952
magic.0341	0.0	0.6759855773	0.9999999995	0.9999998813	0.9707719701	0.999999998	0.0	1.0	0.0	2.2e-09	0.1958426712	0.000740235	1.0	1.0	0.9990323976	0.0	1.0	1.7577e-06	0.0	1.0	1.0	0.0	0.0	1.14475e-05	1.0	0.7652975346	0.0	3.8e-09	0.0	0.7312071874	1.0	0.0	0.2966502973	0.6764726175	1.0	1.0	1.0	0.0	0.0001767139	0.9999825658	0.0001799707	0.0	1.0	0.9999999441	0.9999825658	0.0	1.15034e-05	1.676e-07	9.2027e-06	0.0	1.0	0.0115250059	0.0129843542	1.0	1.0	1.0	8.2e-09	0.9936007942	1.0	0.0	1.0	1.0	1.0	0.0	1.231e-07	0.6860695958	0.0	1.0	0.6764726175	0.9999913065	0.9999957447	1.0	0.0	0.9999999352	0.7564526007	1.29782e-05	0.9999999944	1.0
magic.0342	0.0	0.0	0.9989787105	0.0257613642	4.1e-09	0.997948104	0.9999999917	0.9996118419	0.0	1.716e-07	0.0	0.0	0.0774317178	0.9983058915	0.1396810907	0.0	0.0	0.9999999931	0.0	1.0	0.0	0.999293434	0.739000115	0.9999926366	1.0	0.0	3e-10	1.11627e-05	0.9999995042	0.0	0.0	0.999999989	0.0003212202	0.9998232267	0.0	1.0	0.3349222723	0.0	0.3819742636	0.4558487867	0.0	0.0	0.0	2.9e-09	0.4558487867	0.0	0.9999926366	0.9952650236	0.9999907958	1.0	0.0351526039	0.9910921223	0.0	2.4e-09	1.0	0.0	0.9190235737	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.9999894816	1.0	1.0	0.3766755911	0.9998232267	1.0	1.0	0.0001311985	0.0	1e-10	1.4e-09	0.6868626905	0.1441655656	1.0
magic.0343	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0207891289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
magic.0344	0.9381595341	0.0	0.0	0.0	0.9999999831	0.9955856176	1.74e-08	0.0	0.5389566773	0.9999992012	0.0	0.0208865158	0.0	0.0	0.0	0.8600894281	0.0	2.09e-08	0.0351294886	0.0	0.0	0.9831023948	0.0	0.9999999299	0.0	0.0002214683	0.0	0.9998631652	0.0	0.0	0.0	1.31e-08	0.0	1.0	0.837965479	1.0	0.0	1.0	0.0026759242	0.0021419232	1.0	1.0	1.0	0.9999999996	0.0021419232	0.0	0.9999999299	0.9999999553	0.9999999123	0.0	1.0	0.997564271	0.9819472391	0.0	0.0	0.9886841461	1.0	0.0	0.9999997795	0.0	1.0	0.8920315022	0.837965479	0.4832561697	0.9999998271	0.8836289572	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0655803675	0.9981530483	0.0	0.0	1.0
magic.0348	3.5e-09	0.0	0.0	0.0	4.4579e-06	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.5407e-06	0.0	0.0	0.9999998031	0.0	0.0	1.0	0.0	0.0	0.9997979522	0.9998462487	1.0	0.0	0.0	0.938078346	0.9999996826	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.999977203	1.5e-09	1.2e-09	0.0037585141	3.1842e-06	0.999977203	0.0	0.9998462487	0.9998399596	0.9999997209	1.0	1.0	1.0	1.0	0.9999999888	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9997803697	0.9915752403	0.6786946944	0.9999998971	1.0	1.0	1.0	0.9991620346	0.0	0.8833781121	0.9943676763	0.1327046285	0.0	1.0
magic.0349	0.0	0.0	3.4e-09	0.0	0.9991732986	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0670853273	1.0	0.0	0.0	0.0	3.109e-07	0.0	0.0	1.0	0.0	0.4079248093	0.0	0.6831179877	0.0	0.0	0.0174440471	1.0	0.0	0.0	0.0	0.9988430006	1.0	0.0	0.0670853273	0.0649637401	0.7169249065	0.6831179877	0.0	0.0	0.0	0.66821888	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.9817727897	1.0	1.0	0.617855551	0.4079248093	1.0	1.0	0.8786586016	0.0	0.0	0.0	0.0	0.0	1.0
magic.0351	0.0	0.0392521643	0.0	0.0	2.04e-08	1.0	0.9991096028	0.9993948898	0.0	0.0	0.0	0.0	0.0090055763	0.3496439714	0.9997753846	0.0	0.0	0.9999999947	0.0	1.0	0.0	8.535e-07	0.9922338385	0.0292321182	0.9999997747	0.0	0.0	0.0	1.017e-05	0.0	0.0	0.9999999914	0.0	0.0001251591	0.0	0.999999997	0.0	2.72e-08	3.1676e-06	0.9980327058	0.0	0.0	0.993470537	1.46e-08	0.9980327058	0.0	0.0292321182	0.0282030711	0.6342172136	0.999999997	0.99839729	0.0	0.0	0.7476833722	1.0	0.0	0.0	0.0	0.9953103717	0.0	1.0	0.0	0.0	0.0	0.0207864104	1.0	0.9993721863	0.999999996	0.0001251591	1.0	1.0	0.9999997397	0.0001340275	0.0003979197	0.0	0.7502800843	7.3e-09	1.0
magic.0353	0.0	0.0	1.0	0.999176288	0.999993389	1.0	0.999999083	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.9999988537	0.0	1.0	0.0	0.0	0.9997300601	0.0	0.9999999844	0.9999984448	0.0	0.0	0.0170217131	0.999998667	0.0	0.9999981659	1.0	0.3895244495	0.0	0.0	0.9999999999	0.0	0.0	1.0	0.0	0.0	0.0	0.9999907447	1.0	0.0	0.0	0.0	0.0	0.7263978558	1.0	0.0	0.0	1.0	0.9999981659	0.0	0.0	0.0	0.9999999999	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.3895244495	1.0	1.0	0.0	0.0	0.0009713312	0.0	0.0	0.0	1.0
magic.0358	7.3e-09	0.0	0.0	0.0	0.9999494533	0.9984242066	1.0	1.0	0.0	0.0	0.343550997	0.6695978443	0.9999895509	0.8586624023	0.7923014058	0.0	0.0	1.0	0.0	1.0	0.0	0.1199521988	0.9961551555	0.9999999457	1.0	0.0	0.0	0.4883685012	0.9999999991	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.9999982585	1.0	0.3077494357	0.8873668068	0.0	0.0	0.0	0.999929236	0.8873668068	0.0	0.9999999457	0.9999999434	1.0	1.0	0.761067285	0.0187878188	0.0	0.0001755191	1.0	4e-10	0.9997211167	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.9999999224	1.0	0.9999931219	0.0	1.0	1.0	1.0	0.0044871176	0.0	0.0001691016	5.83417e-05	0.9970773829	0.0	1.0
magic.0360	0.9647016004	5e-10	0.9999999963	0.9999214702	1.0	1.0	1.0	1.0	0.0	0.0	0.0601816789	0.0	1.0	0.9999999822	1.0	0.0	0.0	1.0	0.0	1.0	0.9145054284	1.0	1.0	1.0	1.0	0.9972922079	0.9999999998	0.9647016004	0.9076744015	1.0	0.9145054284	1.0	0.9999999999	0.9944511597	1.0	0.9999999526	1.0	0.7171078603	1.0	1.0	8.9e-09	0.0	0.0	1.0	1.0	0.0	1.0	0.9999999994	1.0	1.0	1.0	0.5661185966	0.0	1.29e-08	1.0	0.0	0.9999209611	1.0	1.0	0.9999999997	1.0	1.0	1.0	0.0	0.9999999991	1.0	1.0	1.0	0.9944511597	1.0	1.0	0.931830049	0.0	0.0	1.0	0.2071093377	1.0	1.0
magic.0361	0.0	0.7362573508	0.0	0.0	5e-10	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9999999509	2.801e-07	0.9999999755	0.0	0.0	0.0	0.0	1.0	0.0	0.9999998731	0.5850157383	0.0	1.0	0.0	0.0	0.0045193386	0.9999993393	0.0	0.0	0.9999782685	0.0	1.0	0.0	1.0	0.9999999918	0.9999884517	1.537e-07	0.7999358974	0.0	0.0	0.0	4e-10	0.7999358974	0.0	0.0	0.0	0.0477071984	1.0	1.0	0.0004701253	1e-10	4.87e-08	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0421592493	0.6700669441	0.0003823217	0.0020546909	1.0	1.0	1.0	0.9858568807	0.0	0.0	0.0	0.7317240705	0.0	1.0
